,Unnamed: 0,OlfN,TotalN,Tokens,OAI,OSI
178,bad_JJ,658,64529,"['bad_JJ', 'bad_JJR', 'bad_JJS']",-6.6157162739999995,9.826335978
179,out_RB,150,14738,['out_RB'],-6.6184344479999995,11.95946106
182,though_RB,129,12745,['though_RB'],-6.626416497,12.1770525
183,smart_JJ,85,8441,"['smart_JJ', 'smart_JJS']",-6.6338072729999995,12.77888882
184,brief_JJ,156,15538,"['brief_JJ', 'brief_JJR', 'brief_JJS']",-6.638110977,11.90287753
185,increasingly_RB,252,25199,['increasingly_RB'],-6.643798939,11.21099983
187,see_VB,3300,333287,"['see_VB', 'see_VBG', 'see_VBP', 'see_VBN', 'see_VBZ']",-6.658155211,7.500029443
192,different_JJ,1899,197565,['different_JJ'],-6.70094367,8.297255562
194,fun_NN,202,21198,"['fun_NNP', 'fun_NN']",-6.713429052,11.53006827
196,possibility_NN,312,33042,"['possibility_NNS', 'possibility_NN', 'possibility_NNPS']",-6.726611175,10.90287753
197,accommodation_NN,124,13166,"['accommodation_NNP', 'accommodation_NN', 'accommodation_NNS']",-6.730333172000001,12.23408344
198,crew_NN,167,17772,"['crew_NN', 'crew_NNS', 'crew_NNP']",-6.733614134,11.80457546
201,job_NN,1196,129194,"['job_NN', 'job_NNS', 'job_NNP']",-6.75517787,8.964278078
202,currently_RB,615,66564,['currently_RB'],-6.7580119110000005,9.923837152
203,google_NN,86,9316,"['google_NNP', 'google_NN']",-6.75923017,12.762015
204,basically_RB,103,11187,['basically_RB'],-6.763035055,12.50177922
206,anyway_RB,97,10589,['anyway_RB'],-6.770365888,12.58836691
207,researcher_NN,497,54385,"['researcher_NNS', 'researcher_NN', 'researcher_NNP']",-6.773819133,10.23117771
210,sit_VB,404,44873,"['sit_VBG', 'sit_VB', 'sit_VBZ', 'sit_VBD', 'sit_VBP', 'sit_VBN']",-6.7953485360000005,10.53006827
211,thin_JJ,100,11145,"['thin_JJ', 'thin_JJR', 'thin_JJS']",-6.8002528060000005,12.54442356
212,slightly_RB,163,18185,['slightly_RB'],-6.8017331510000005,11.8395516
214,busy_JJ,113,12636,"['busy_JJ', 'busy_JJS']",-6.805073258999999,12.36810079
215,answer_NN,438,49178,"['answer_NNS', 'answer_NN']",-6.810938384,10.41349269
216,deep_JJ,304,34229,"['deep_JJR', 'deep_JJ', 'deep_JJS']",-6.815004011,10.94035224
217,stand_VB,488,55151,"['stand_VBD', 'stand_VB', 'stand_VBG', 'stand_VBP', 'stand_VBZ', 'stand_VBN']",-6.820362087,10.25754241
219,stop_VB,474,53627,"['stop_VBN', 'stop_VB', 'stop_VBD', 'stop_VBG', 'stop_VBP', 'stop_VBZ']",-6.821928679,10.2995365
220,quiet_JJ,95,10762,"['quiet_JJ', 'quiet_JJR']",-6.823802982999999,12.61842414
223,very_RB,2629,299778,['very_RB'],-6.8332365589999995,7.827981325
228,much_RB,1011,116288,['much_RB'],-6.845775422000001,9.20671247
229,similar_JJ,648,74709,['similar_JJ'],-6.849144428,9.848429749
230,instead_RB,528,61009,['instead_RB'],-6.852340344,10.14388563
232,old_JJ,1036,120601,"['old_JJ', 'old_JJR', 'old_JJS']",-6.863074057,9.171471464
239,wonder_VB,158,18664,"['wonder_VB', 'wonder_VBG', 'wonder_VBP', 'wonder_VBD', 'wonder_VBN', 'wonder_VBZ']",-6.884189844,11.884499
241,begin_VB,1379,163694,"['begin_VBD', 'begin_VBN', 'begin_VBP', 'begin_VBG', 'begin_VB', 'begin_VBZ']",-6.891235176,8.75887301
245,somewhere_RB,81,9695,['somewhere_RB'],-6.90317518,12.84842975
246,place_NN,1435,172348,"['place_NNS', 'place_NN', 'place_NNP', 'place_NNPS']",-6.90813001,8.70144473
247,message_NN,609,73288,"['message_NN', 'message_NNP', 'message_NNS']",-6.910990956,9.937981334
249,apartment_NN,90,10902,"['apartment_NNS', 'apartment_NN']",-6.920452109,12.69642666
250,little_RB,110,13332,['little_RB'],-6.921245889,12.40692004
251,front_JJ,117,14232,['front_JJ'],-6.926486076000001,12.31791503
252,dental_JJ,80,9736,['dental_JJ'],-6.927185357999999,12.86635166
255,kitchen_NN,89,10919,"['kitchen_NN', 'kitchen_NNS']",-6.938819683999999,12.71254632
257,maybe_RB,223,27391,['maybe_RB'],-6.940514417,11.38737985
258,yard_NN,81,9959,"['yard_NN', 'yard_NNS', 'yard_NNP']",-6.941935168,12.84842975
259,skin_NN,178,21921,"['skin_NN', 'skin_NNS', 'skin_NNP']",-6.944292562,11.71254632
261,hr_NN,77,9530,"['hr_NNP', 'hr_NN', 'hr_NNS']",-6.951473957999999,12.92149321
266,healthy_JJ,190,24039,"['healthy_JJ', 'healthy_JJS']",-6.983233654,11.61842414
268,detailed_JJ,206,26080,['detailed_JJ'],-6.984155722000001,11.50177922
270,drawing_NN,77,9845,"['drawing_NNS', 'drawing_NN', 'drawing_NNPS']",-6.99838895,12.92149321
272,then_RB,2574,329810,['then_RB'],-7.001479279,7.858483414
273,expand_VB,359,46032,"['expand_VB', 'expand_VBG', 'expand_VBD', 'expand_VBN', 'expand_VBP', 'expand_VBZ']",-7.002509472000001,10.70043972
274,engineer_NN,197,25312,"['engineer_NN', 'engineer_NNPS', 'engineer_NNS', 'engineer_NNP']",-7.005482065,11.56622793
275,empty_JJ,75,9665,['empty_JJ'],-7.0097353270000005,12.95946106
276,simply_RB,486,62712,['simply_RB'],-7.011641406,10.26346725
278,tough_JJ,88,11469,"['tough_JJ', 'tough_JJR']",-7.026020367,12.72884813
279,husband_NN,178,23252,"['husband_NN', 'husband_NNS']",-7.029333762,11.71254632
280,motivate_VB,78,10304,"['motivate_VBN', 'motivate_VBZ', 'motivate_VBG', 'motivate_VB', 'motivate_VBD']",-7.045514659,12.90287753
284,creative_JJ,174,23081,['creative_JJ'],-7.051474615,11.74533626
285,future_JJ,427,56667,['future_JJ'],-7.052128947000001,10.45018749
288,actor_NN,100,13322,"['actor_NN', 'actor_NNS']",-7.057666877000001,12.54442356
289,landscape_NN,140,18680,"['landscape_NN', 'landscape_NNS', 'landscape_NNP']",-7.059923818,12.05899674
290,pair_NN,123,16415,"['pair_NN', 'pair_NNS']",-7.060212624,12.24576525
291,certainly_RB,251,33563,['certainly_RB'],-7.063040501000001,11.2167362
293,garden_NN,171,23010,"['garden_NNP', 'garden_NNS', 'garden_NN', 'garden_NNPS']",-7.072120848,11.77042724
294,investigator_NN,107,14401,"['investigator_NN', 'investigator_NNS', 'investigator_NNP']",-7.072414387999999,12.44681277
295,match_NN,82,11050,"['match_NN', 'match_NNS', 'match_NNP']",-7.074206745,12.83072775
297,welcome_VB,119,16065,"['welcome_VBG', 'welcome_VB', 'welcome_VBP', 'welcome_VBN', 'welcome_VBZ', 'welcome_VBD']",-7.076815597,12.29346199
298,ordinary_JJ,109,14827,['ordinary_JJ'],-7.087754776000001,12.42009543
299,merely_RB,133,18105,['merely_RB'],-7.088818121,12.13299732
300,leg_NN,102,13975,"['leg_NN', 'leg_NNS']",-7.098135321,12.51585441
302,designer_NN,114,15684,"['designer_NNS', 'designer_NN', 'designer_NNPS']",-7.104115912,12.35538974
303,contemporary_JJ,123,16974,['contemporary_JJ'],-7.108524457000001,12.24576525
304,developer_NN,163,22503,"['developer_NNS', 'developer_NN', 'developer_NNP']",-7.109101572999999,11.8395516
305,help_NN,306,42292,['help_NN'],-7.110709324,10.93089191
306,rather_RB,735,101688,['rather_RB'],-7.112189474,9.666679312000001
307,employer_NN,351,48566,"['employer_NNS', 'employer_NN', 'employer_NNPS', 'employer_NNP']",-7.112331827,10.73295253
308,wear_VB,163,22637,"['wear_VBG', 'wear_VBZ', 'wear_VBD', 'wear_VB', 'wear_VBP', 'wear_VBN']",-7.117667001,11.8395516
309,right_JJ,375,52106,['right_JJ'],-7.118415102,10.63753297
310,monitor_NN,81,11266,"['monitor_NNS', 'monitor_NN', 'monitor_NNP']",-7.119837753,12.84842975
312,new_JJ,3378,471664,"['new_JJ', 'new_JJR', 'new_JJS']",-7.125446352000001,7.4663261389999995
313,analyst_NN,92,12857,"['analyst_NN', 'analyst_NNS', 'analyst_NNP']",-7.126704472999999,12.664717800000002
314,step_VB,99,13844,"['step_VBG', 'step_VB', 'step_VBD', 'step_VBN', 'step_VBZ']",-7.127616606,12.55892313
315,book_NN,929,130151,"['book_NN', 'book_NNS', 'book_NNP', 'book_NNPS']",-7.130292085,9.328744966
317,mrs._NN,80,11263,['mrs._NNP'],-7.137375437999999,12.86635166
318,paper_NN,789,111272,"['paper_NN', 'paper_NNS', 'paper_NNP']",-7.139849589,9.564398262000001
319,solution_NN,660,93315,"['solution_NNS', 'solution_NN', 'solution_NNPS']",-7.143499172,9.821957538
322,sick_JJ,80,11358,['sick_JJ'],-7.149493102,12.86635166
323,sort_NN,239,33936,"['sort_NN', 'sort_NNS']",-7.149662097999999,11.28741294
325,back_NN,126,17902,"['back_NNS', 'back_NN', 'back_NNP']",-7.15055323,12.21099983
326,direction_NN,309,44280,"['direction_NN', 'direction_NNS']",-7.162904574,10.91681672
327,historical_JJ,192,27662,['historical_JJ'],-7.1706553479999995,11.60331725
328,scan_VB,121,17435,"['scan_VBG', 'scan_VB', 'scan_VBN', 'scan_VBZ', 'scan_VBD', 'scan_VBP']",-7.170835506,12.26941651
329,away_RB,521,75129,['away_RB'],-7.171942717,10.16314019
331,door_NN,248,36030,"['door_NNS', 'door_NN', 'door_NNP']",-7.182714721,11.23408344
332,east_JJ,84,12204,['east_JJ'],-7.182749042,12.79596233
333,listen_VB,199,28944,"['listen_VB', 'listen_VBG', 'listen_VBD', 'listen_VBZ', 'listen_VBP', 'listen_VBN']",-7.184352072,11.55165513
334,piece_NN,327,47642,"['piece_NN', 'piece_NNS', 'piece_NNP']",-7.186799532999999,10.83513293
335,fine_JJ,197,28719,"['fine_JJ', 'fine_JJS', 'fine_JJR']",-7.187666075,11.56622793
336,innovative_JJ,138,20141,['innovative_JJ'],-7.189323237999999,12.079755300000002
337,try_VB,1021,149039,"['try_VBG', 'try_VBP', 'try_VBN', 'try_VB', 'try_VBZ', 'try_VBD']",-7.1895632229999995,9.192512601
339,comfortable_JJ,106,15553,['comfortable_JJ'],-7.196984812,12.4603593
